kode pelanggan,umur,kota,gender,education,keluarga,Pekerjaan,Penanggung,Usaha,punya_produk1,punya_produk2,punya_produk3,punya_produk4,punya_produk5,punya_produk6,jualan,omset,penghasilan,average_sisauang_mingguan_1BT,average_sisauang_mingguan_2BT,average_sisauang_mingguan_3BT,average_sisauang_mingguan_4BT,average_sisauang_mingguan_5BT,average_sisauang_mingguan_6BT,sisauang_akhir_1BT,sisauang_akhir_2BT,sisauang_akhir_3BT,sisauang_akhir_4BT,sisauang_akhir_5BT,sisauang_akhir_6BT,sisauang_tertahan_1BT,sisauang_tertahan_2BT,sisauang_tertahan_3BT,sisauang_tertahan_4BT,sisauang_tertahan_5BT,sisauang_tertahan_6BT,sisauang_tersedia_1BT,sisauang_tersedia_2BT,sisauang_tersedia_3BT,sisauang_tersedia_4BT,sisauang_tersedia_5BT,sisauang_tersedia_6BT,sisa_hutang_1BT,sisa_hutang_2BT,sisa_hutang_3BT,sisa_hutang_4BT,sisa_hutang_5BT,sisa_hutang_6BT,jumlah_pembayaran_hutang_1BT,jumlah_pembayaran_hutang_2BT,jumlah_pembayaran_hutang_3BT,jumlah_pembayaran_hutang_4BT,jumlah_pembayaran_hutang_5BT,jumlah_pembayaran_hutang_6BT,jumlah_pengeluaran_1BT,jumlah_pengeluaran_2BT,jumlah_pengeluaran_3BT,jumlah_pengeluaran_4BT,jumlah_pengeluaran_5BT,jumlah_pengeluaran_6BT,jumlah_pemasukan_1BT,jumlah_pemasukan_2BT,jumlah_pemasukan_3BT,jumlah_pemasukan_4BT,jumlah_pemasukan_5BT,jumlah_pemasukan_6BT,frekuensi_pengeluaran_1BT,frekuensi_pengeluaran_2BT,frekuensi_pengeluaran_3BT,frekuensi_pengeluaran_4BT,frekuensi_pengeluaran_5BT,frekuensi_pengeluaran_6BT,frekuensi_pemasukan_1BT,frekuensi_pemasukan_2BT,frekuensi_pemasukan_3BT,frekuensi_pemasukan_4BT,frekuensi_pemasukan_5BT,frekuensi_pemasukan_6BT,tgl data
MLAD727,31.0,X,M,,B,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20461.33387,21025.71527,21589.67759,22150.53649,22708.30906,23263.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
PFX6589,7.0,R,,,,,,Jasa Kegiatan Sosial,0.0,1.0,1.0,1.0,0.0,0.0,RITEL,,,18364.9402,0.0,0.0,0.0,0.0,0.0,6332.240931,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6332.240931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217606.5789,0.0,0.0,0.0,0.0,0.0,225352.8198,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
SLZ0654,62.0,H,M,,K,Pedagang,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.58802025,343.5224972,0.0,0.0,0.0,0.0,0.0,0.0,54193.55174,63672.97835,44966.16687,45479.38688,51582.13287,46403.08486,53726.90003,63769.57642,44785.62163,45010.65621,51092.11052,46831.61488,519.0,564.0,497.0,539.0,618.0,620.0,732.0,905.0,814.0,826.0,829.0,808.0,04/08/23 14.17
FG33624,41.0,H,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,2344.958532,561.9041648,534.3283654,418.0827559,660.5301722,482.0625366,2714.834421,2015.554513,1622.228979,0,1097.949311,602.5605877,0.0,0.0,0.0,0.0,0.0,0.0,2714.834421,2015.554513,1622.228979,0.0,1097.949311,602.5605877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72258.89388,52960.87096,38325.53839,37387.15073,38095.93151,55157.24221,72958.17379,53354.1965,39968.75429,36268.2145,38591.32023,56153.84688,539.0,535.0,390.0,361.0,444.0,647.0,132.0,128.0,103.0,104.0,123.0,131.0,04/08/23 14.17
PEH8457,30.0,K,F,,J,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL,,,0.0,0.0,0.0,865.1146133,2229.739248,0.0,0.0,0.0,0.0,0,2011.440664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.521091,0.0,1386.727784,1386.727784,1398.154106,1679.366142,1960.578178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8446147,3939.589356,872.3549634,1692.749789,0.0,0.0,0.0,1224.162472,2981.739736,2937.550127,34.0,41.0,54.0,44.0,55.0,62.0,23.0,19.0,38.0,27.0,28.0,5.0,04/08/23 14.17
EZ85150,36.0,M,M,,K,Usaha Mandiri,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,10733.21701,10773.14607,10731.31024,10771.48728,11179.6115,16034.93969,10733.64356,10732.70986,10731.77636,10730.64883,10727.76427,14836.63969,0.0,0.0,0.0,5616.371204,5616.371204,5616.371204,10733.64356,10732.70986,10731.77636,3700.277629,3697.393068,7806.26849,43380.24276,44327.6373,45236.00963,46137.29141,47127.83099,48766.26737,34466.33443,34466.33443,34466.33443,34466.33443,34466.33443,34466.33443,0.0,0.0,0.0,0.0,3967.034589,6126.010827,0.0,0.0,0.0,0.0,0.0,13601.38681,4.0,3.0,6.0,6.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,04/08/23 14.17
KNV2415,48.0,Q,F,,K,Ibu RT,,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
DU08746,51.0,I,F,,K,Dokter,,,0.0,1.0,1.0,1.0,0.0,0.0,,,,11081.07497,0.0,0.0,0.0,0.0,0.0,33737.62722,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33737.62722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34403.63674,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
EEM4631,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
EPJ3362,60.0,F,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,9.002644123,1142.177757,0.0,0.0,0.0,0.0,0.0,1477.41212,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.41212,0.0,0.0,0.0,0.0,33737.85602,0.0,0.0,0.0,0.0,0.0,33737.85602,0.0,0.0,0.0,0.0,0.0,35573.74691,0.0,0.0,0.0,0.0,0.0,33919.66549,1477.586895,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,04/08/23 14.17
MBUL538,43.0,B,M,,K,Usaha Mandiri,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2101.940031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
WT55960,39.0,Q,F,,J,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,54.4168511,0.0,0.0,0.0,0.0,0.0,0,336.7512655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.8401294,0.0,0.0,50.65832396,148.3031496,245.9479753,343.5928009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.5928009,0.0,2.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
NE90017,41.0,H,F,,K,Pedagang,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.87668729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
WO02715,28.0,K,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,1.0,0.0,1.0,,,,33704.94233,0.0,0.0,0.0,1050.228775,0.0,142772.4125,0.0,0.0,0,0.0,0.0,2101.185602,0.0,0.0,0.0,0.0,0.0,139257.2269,0.0,0.0,0.0,0.0,0.0,139193.4241,0.0,0.0,0.0,0.0,0.0,139193.4241,0.0,0.0,0.0,0.0,0.0,39489.54471,8418.799072,3051.273622,0.0,18443.79654,0.0,183651.1793,8054.48608,3182.851589,0.0,18454.36916,0.0,56.0,19.0,11.0,8.0,42.0,7.0,24.0,7.0,4.0,4.0,7.0,1.0,04/08/23 14.17
KU74006,36.0,N,F,,K,Pengajar/Guru/Dosen  Swasta,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,7.0,12.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,04/08/23 14.17
NSB5496,30.0,E,F,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,1.0,0.0,RITEL,,,1603.756481,4866.230998,5070.087483,4930.904638,13760.94519,0.0,1030.345993,4754.522399,5519.165734,4714.846893,10990.26258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.345993,4754.522399,5519.165734,4714.846893,3959.891381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6673.24221,841.9971738,0.0,7853.231637,3763.202123,0.0,0.0,77.35383858,0.0,8608.187148,4369.169432,0.0,11.0,10.0,7.0,10.0,5.0,0.0,11.0,9.0,9.0,20.0,17.0,0.0,04/08/23 14.17
ENE1874,42.0,R,M,,K,Karyawan,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,1513.134652,229.1637134,0.0,0.0,0.0,0.0,1530.618532,319.8034308,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.618532,319.8034308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.31988189,0.0,111.5905512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
SDYTY79,58.0,R,F,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
HPG4509,30.0,D,F,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,2186.02061,1862.616798,3966.500058,11046.30639,8326.088775,7800.251022,0.0,381.7619516,0.0,10142.00907,7511.913456,8688.321499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.7619516,0.0,10142.00907,7511.913456,8688.321499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4563.244165,4212.427657,15558.1688,5745.553923,5619.047525,0.0,3446.524888,5658.274817,4352.074522,8375.649536,6411.14342,0.0,1.0,2.0,2.0,2.0,1.0,0.0,7.0,8.0,5.0,8.0,4.0,2.0,04/08/23 14.17
SDENT85,1.0,D,,,,,,Jasa Kegiatan Sosial,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
TJO7777,44.0,R,F,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
DFG8774,56.0,L,F,,K,Ibu RT,DARI SUAMI,,1.0,1.0,1.0,0.0,0.0,0.0,,,,2076.539363,2116.990806,2154.807149,2088.497148,1942.87937,1533.892274,2133.435236,2083.688062,2166.205498,1745.888639,2996.25464,1634.240579,0.0,0.0,0.0,0.0,0.0,0.0,2133.435236,2083.688062,2166.205498,1745.888639,2996.25464,1634.240579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.010124,1420.104682,0.0,0.0,0.0,0.0,0.0,2972.044221,0.0,81.0,49.0,55.0,54.0,54.0,17.0,34.0,11.0,34.0,29.0,32.0,16.0,04/08/23 14.17
YIS3599,19.0,F,M,,B,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
HR44066,63.0,K,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366.073749,2075.842449,3458.780231,2399.910363,1310.697202,2653.277981,2377.152981,2192.352573,3259.180962,2337.778825,1654.65038,2620.840762,231.0,251.0,260.0,199.0,197.0,229.0,29.0,29.0,34.0,31.0,27.0,32.0,04/08/23 14.17
SOZT561,61.0,L,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,621.5301772,0.0,0.0,0.0,1.410686164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.4372891,636.492126,841.5469629,1046.6018,1251.656637,1456.711474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.3678993,264.4332115,1231.438836,0.0,1690.816999,0.0,1372.118673,0.0,1884.457888,0.0,0.0,49.0,49.0,23.0,51.0,57.0,80.0,14.0,17.0,0.0,24.0,14.0,22.0,04/08/23 14.17
IFP4249,45.0,B,M,,K,,,,1.0,1.0,1.0,1.0,0.0,0.0,RITEL,,,10660.64264,8003.914372,5539.830581,7604.220306,9386.309118,5979.791553,2920.499086,19529.5856,12116.7479,5093.040917,5414.410011,10740.31594,1398.148481,1398.148481,1398.148481,1398.148481,1398.148481,1398.148481,108.3506046,16717.43712,9304.599424,2280.892435,2602.26153,7928.167463,139191.7562,139191.3448,139193.2315,139191.0827,139192.0707,139192.1616,139193.4241,139193.4241,139193.4241,139193.4241,10303.28768,10303.28768,255309.2062,254757.7439,242885.489,234840.2802,274908.2215,256054.3743,238700.1197,262170.5816,249909.196,234518.9111,269582.3155,260997.5212,190.0,257.0,193.0,219.0,249.0,262.0,105.0,97.0,91.0,97.0,103.0,122.0,04/08/23 14.17
JDR5464,33.0,L,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,1.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
HLO6569,52.0,E,F,,B,Usaha Mandiri,UGR,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
APMK097,22.0,K,F,,B,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
KGF3746,71.0,K,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,04/08/23 14.17
SAVIF75,68.0,H,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10068.96541,10068.96541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,04/08/23 14.17
MMDV201,26.0,K,M,,B,Penganggur/Belum Bekerja/Pencari Kerja,ORANG TUA,,1.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,9.0,23.0,0.0,2.0,0.0,1.0,2.0,24.0,04/08/23 14.17
SDIXH86,1.0,Q,,,,,,Perd. Eceran Alat Rumah Tangga,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
Y432091,58.0,K,F,,K,ASN,,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
KJD0513,34.0,E,M,,B,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,1085.749383,1086.440816,1087.158412,1087.865068,1088.404634,1088.874779,1085.302798,1086.008155,1086.714075,1087.439047,1088.111713,1088.589637,0.0,0.0,0.0,0.0,0.0,0.0,1085.302798,1086.008155,1086.714075,1087.439047,1088.111713,1088.589637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
MBSW691,27.0,K,M,,B,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.447694,1222.382171,1515.316648,1808.251125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
AMLA007,28.0,H,M,,D,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2069.217168,2910.540214,4594.360728,1026.660433,0.0,0.0,1556.390748,3453.62261,4787.030934,1245.392576,0.0,0.0,166.0,183.0,146.0,53.0,6.0,10.0,27.0,32.0,32.0,19.0,4.0,14.0,04/08/23 14.17
YC84121,34.0,Q,F,,B,Mahasiswa Diploma / S1 / S2,ORANG TUA,,1.0,1.0,1.0,0.0,1.0,0.0,RITEL,,,13473.5034,15652.66351,19567.41697,19182.34137,19943.34333,20230.59307,12484.87943,14644.29239,19734.98896,20058.12978,19974.96921,19815.94537,0.0,0.0,0.0,0.0,0.0,0.0,12484.87943,14644.29239,19734.98896,20058.12978,19974.96921,19815.94537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.215692,5529.246133,91.50913948,0.0,469.9497328,56.8409027,0.0,438.5495641,0.0,0.0,628.9735658,0.0,20.0,16.0,13.0,12.0,14.0,9.0,3.0,2.0,3.0,2.0,7.0,1.0,04/08/23 14.17
MYP5434,43.0,B,F,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,5525.652926,3734.091216,5042.522989,2342.255499,0.0,0.0,5760.689398,5094.373102,5754.46984,5743.764131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5760.689398,5094.373102,5754.46984,5743.764131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68487.82719,61658.69024,40945.5033,0.0,0.0,0.0,68376.67231,60998.5935,40956.20901,5616.407972,0.0,0.0,369.0,449.0,140.0,0.0,0.0,0.0,292.0,289.0,135.0,0.0,0.0,0.0,04/08/23 14.17
